"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_626_6400d75e9e94f","900","dias após a data da fatura","39","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_627_6400d75e9e98e","930","dias após a data da fatura","40","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_628_6400d75e9e9ce","960","dias após a data da fatura","41","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_629_6400d75e9ea0d","990","dias após a data da fatura","42","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_630_6400d75e9ea4d","1020","dias após a data da fatura","43","Saldo","0.0"
"__export__.account_payment_term_46_6400d75e9ea8c","recorrencia_futura_36x","Recorrência Futura","36","Recorrência futura em 36 meses","0","__export__.account_payment_term_line_631_6400d75e9eac6","0","dias após a data da fatura","9","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_632_6400d75e9eb01","30","dias após a data da fatura","10","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_633_6400d75e9eb42","60","dias após a data da fatura","11","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_634_6400d75e9eb82","90","dias após a data da fatura","12","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_635_6400d75e9ebc3","120","dias após a data da fatura","13","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_636_6400d75e9ec02","150","dias após a data da fatura","14","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_637_6400d75e9ec42","180","dias após a data da fatura","15","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_638_6400d75e9ec81","210","dias após a data da fatura","16","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_639_6400d75e9ecc1","240","dias após a data da fatura","17","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_640_6400d75e9ed00","270","dias após a data da fatura","18","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_641_6400d75e9ed42","300","dias após a data da fatura","19","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_642_6400d75e9ed82","330","dias após a data da fatura","20","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_643_6400d75e9edc2","360","dias após a data da fatura","21","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_644_6400d75e9ee01","390","dias após a data da fatura","22","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_645_6400d75e9ee41","420","dias após a data da fatura","23","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_646_6400d75e9ee80","450","dias após a data da fatura","24","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_647_6400d75e9eec0","480","dias após a data da fatura","25","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_648_6400d75e9ef00","510","dias após a data da fatura","26","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_649_6400d75e9ef3f","540","dias após a data da fatura","27","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_650_6400d75e9ef7f","570","dias após a data da fatura","28","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_651_6400d75e9efbf","600","dias após a data da fatura","29","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_652_6400d75e9effe","630","dias após a data da fatura","30","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_653_6400d75e9f03e","660","dias após a data da fatura","31","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_654_6400d75e9f07e","690","dias após a data da fatura","32","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_655_6400d75e9f0bd","720","dias após a data da fatura","33","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_656_6400d75e9f0fd","750","dias após a data da fatura","34","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_657_6400d75e9f13e","780","dias após a data da fatura","35","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_658_6400d75e9f17e","810","dias após a data da fatura","36","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_659_6400d75e9f1be","840","dias após a data da fatura","37","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_660_6400d75e9f1fd","870","dias após a data da fatura","38","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_661_6400d75e9f23d","900","dias após a data da fatura","39","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_662_6400d75e9f27d","930","dias após a data da fatura","40","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_663_6400d75e9f2bc","960","dias após a data da fatura","41","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_664_6400d75e9f2fe","990","dias após a data da fatura","42","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_665_6400d75e9f33e","1020","dias após a data da fatura","43","Percentual","2.7778"
"","","","","","10","__export__.account_payment_term_line_666_6400d75e9f37e","1050","dias após a data da fatura","44","Saldo","0.0"
"__export__.account_payment_term_11_6400e3b2ab7c6","checkout_cartao_1x","Checkout Cartão de Crédito","1","Pagamento com cartão de crédito em 1 meses","0","__export__.account_payment_term_line_1_6400e3b2ab804","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_12_6400e3b2ab844","checkout_cartao_2x","Checkout Cartão de Crédito","2","Pagamento com cartão de crédito em 2 meses","0","__export__.account_payment_term_line_2_6400e3b2ab87e","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_13_6400e3b2ab900","checkout_cartao_3x","Checkout Cartão de Crédito","3","Pagamento com cartão de crédito em 3 meses","0","__export__.account_payment_term_line_4_6400e3b2ab939","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_14_6400e3b2ab9fa","checkout_cartao_4x","Checkout Cartão de Crédito","4","Pagamento com cartão de crédito em 4 meses","0","__export__.account_payment_term_line_7_6400e3b2aba33","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_15_6400e3b2abb2e","checkout_cartao_5x","Checkout Cartão de Crédito","5","Pagamento com cartão de crédito em 5 meses","0","__export__.account_payment_term_line_11_6400e3b2abb67","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_16_6400e3b2abca2","checkout_cartao_6x","Checkout Cartão de Crédito","6","Pagamento com cartão de crédito em 6 meses","0","__export__.account_payment_term_line_16_6400e3b2abcdb","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_17_6400e3b2abe56","checkout_cartao_7x","Checkout Cartão de Crédito","7","Pagamento com cartão de crédito em 7 meses","0","__export__.account_payment_term_line_22_6400e3b2abe8f","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_18_6400e3b2ac049","checkout_cartao_8x","Checkout Cartão de Crédito","8","Pagamento com cartão de crédito em 8 meses","0","__export__.account_payment_term_line_29_6400e3b2ac085","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_19_6400e3b2ac287","checkout_cartao_9x","Checkout Cartão de Crédito","9","Pagamento com cartão de crédito em 9 meses","0","__export__.account_payment_term_line_37_6400e3b2ac2c0","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_20_6400e3b2ac4f9","checkout_cartao_10x","Checkout Cartão de Crédito","10","Pagamento com cartão de crédito em 10 meses","0","__export__.account_payment_term_line_46_6400e3b2ac532","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_21_6400e3b2ac7ab","checkout_cartao_11x","Checkout Cartão de Crédito","11","Pagamento com cartão de crédito em 11 meses","0","__export__.account_payment_term_line_56_6400e3b2ac7e4","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_22_6400e3b2acaa1","checkout_cartao_12x","Checkout Cartão de Crédito","12","Pagamento com cartão de crédito em 12 meses","0","__export__.account_payment_term_line_67_6400e3b2acada","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_11_6400e658e1755","checkout_misto_1x","Checkout Misto","1","Pagamento com cartões de crédito e boleto em 1 meses","0","__export__.account_payment_term_line_1_6400e658e1793","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_12_6400e658e17d3","checkout_misto_2x","Checkout Misto","2","Pagamento com cartões de crédito e boleto em 2 meses","0","__export__.account_payment_term_line_2_6400e658e180c","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_13_6400e658e188e","checkout_misto_3x","Checkout Misto","3","Pagamento com cartões de crédito e boleto em 3 meses","0","__export__.account_payment_term_line_4_6400e658e18c7","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_14_6400e658e1984","checkout_misto_4x","Checkout Misto","4","Pagamento com cartões de crédito e boleto em 4 meses","0","__export__.account_payment_term_line_7_6400e658e19bd","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_15_6400e658e1ab8","checkout_misto_5x","Checkout Misto","5","Pagamento com cartões de crédito e boleto em 5 meses","0","__export__.account_payment_term_line_11_6400e658e1af1","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_16_6400e658e1c2c","checkout_misto_6x","Checkout Misto","6","Pagamento com cartões de crédito e boleto em 6 meses","0","__export__.account_payment_term_line_16_6400e658e1c65","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_17_6400e658e1ddf","checkout_misto_7x","Checkout Misto","7","Pagamento com cartões de crédito e boleto em 7 meses","0","__export__.account_payment_term_line_22_6400e658e1e18","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_18_6400e658e1fcf","checkout_misto_8x","Checkout Misto","8","Pagamento com cartões de crédito e boleto em 8 meses","0","__export__.account_payment_term_line_29_6400e658e2008","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_19_6400e658e2201","checkout_misto_9x","Checkout Misto","9","Pagamento com cartões de crédito e boleto em 9 meses","0","__export__.account_payment_term_line_37_6400e658e223a","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_20_6400e658e2467","checkout_misto_10x","Checkout Misto","10","Pagamento com cartões de crédito e boleto em 10 meses","0","__export__.account_payment_term_line_46_6400e658e24a0","0","dias após a data da fatura","9","Saldo","0.0"
"__export__.account_payment_term_21_6400e658e2715","checkout_misto_11x","Checkout Misto","11","Pagamento com cartões de crédito e boleto em 11 meses","0","__export__.account_payment_term_line_56_6400e658e274e","0","dias após a data da fatura","9","Saldo","0.0"
